OBJECTID,scientific,family,date,OBJECTID_1,gno,Shape_Length,Shape_Area,geometry
4650,Hypolimnas bolina,Nymphalidae,2024-2-20,457651,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4651,Euploea midamus,Nymphalidae,2024-2-20,457652,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4652,Lamproptera curius,Papilionidae,2024-2-14,457653,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4653,Hebomoia glaucippe,Pieridae,2024-2-13,457654,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4654,Zemeros flegyas,Lycaenidae,2024-2-1,457655,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4655,Hypolimnas bolina,Nymphalidae,2024-2-1,457656,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4656,Aeromachus jhora,Hesperiidae,2024-3-12,457657,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4657,Hebomoia glaucippe,Pieridae,2024-3-12,457658,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4658,Lamproptera curius,Papilionidae,2024-3-6,457659,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4659,Lamproptera curius,Papilionidae,2024-3-5,457660,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4660,Celaenorrhinus leucocera,Hesperiidae,2024-3-30,457661,2483,0.037466311770554046,8.761993295184568e-05,"[[[114.125759881, 22.273841637, 0], [114.125763158, 22.264810991, 0], [114.135465355, 22.264813751, 0], [114.1354627, 22.273844399, 0], [114.125759881, 22.273841637, 0]]]"
4661,Hypolimnas bolina,Nymphalidae,2024-2-29,457662,1226,0.037488481256589795,8.771991354733121e-05,"[[[114.154842847, 22.436398154, 0], [114.15484427, 22.427367685, 0], [114.164557727, 22.427368716, 0], [114.164556933, 22.436399185, 0], [114.154842847, 22.436398154, 0]]]"
4662,Zemeros flegyas,Lycaenidae,2024-2-29,457663,1226,0.037488481256589795,8.771991354733121e-05,"[[[114.154842847, 22.436398154, 0], [114.15484427, 22.427367685, 0], [114.164557727, 22.427368716, 0], [114.164556933, 22.436399185, 0], [114.154842847, 22.436398154, 0]]]"
4663,Zemeros flegyas,Lycaenidae,2024-3-7,457664,1575,0.03748230361046177,8.769205408403837e-05,"[[[114.145139008, 22.391244099, 0], [114.145141054, 22.38221358, 0], [114.154851373, 22.382215191, 0], [114.154849954, 22.39124571, 0], [114.145139008, 22.391244099, 0]]]"
4664,Parantica swinhoei,Nymphalidae,2024-3-14,457665,1575,0.03748230361046177,8.769205408403837e-05,"[[[114.145139008, 22.391244099, 0], [114.145141054, 22.38221358, 0], [114.154851373, 22.382215191, 0], [114.154849954, 22.39124571, 0], [114.145139008, 22.391244099, 0]]]"
4665,Papilio polytes,Papilionidae,2024-2-29,457666,1296,0.03748724325629465,8.771433017116967e-05,"[[[114.15484427, 22.427367685, 0], [114.154845692, 22.418337207, 0], [114.164558521, 22.418338237, 0], [114.164557727, 22.427368716, 0], [114.15484427, 22.427367685, 0]]]"
4666,Cupha erymanthis,Nymphalidae,2024-2-29,457667,1296,0.03748724325629465,8.771433017116967e-05,"[[[114.15484427, 22.427367685, 0], [114.154845692, 22.418337207, 0], [114.164558521, 22.418338237, 0], [114.164557727, 22.427368716, 0], [114.15484427, 22.427367685, 0]]]"
4667,Papilio polytes,Papilionidae,2024-2-29,457668,1226,0.037488481256589795,8.771991354733121e-05,"[[[114.154842847, 22.436398154, 0], [114.15484427, 22.427367685, 0], [114.164557727, 22.427368716, 0], [114.164556933, 22.436399185, 0], [114.154842847, 22.436398154, 0]]]"
4668,Papilio polytes,Papilionidae,2024-3-12,457669,1569,0.03748226904076983,8.769189262860303e-05,"[[[114.086873367, 22.391222185, 0], [114.086879174, 22.382191676, 0], [114.096589482, 22.382196784, 0], [114.096584302, 22.391227295, 0], [114.086873367, 22.391222185, 0]]]"
4669,Junonia almana,Nymphalidae,2024-3-12,457670,1569,0.03748226904076983,8.769189262860303e-05,"[[[114.086873367, 22.391222185, 0], [114.086879174, 22.382191676, 0], [114.096589482, 22.382196784, 0], [114.096584302, 22.391227295, 0], [114.086873367, 22.391222185, 0]]]"
4670,Hypolimnas bolina,Nymphalidae,2024-3-12,457671,1569,0.03748226904076983,8.769189262860303e-05,"[[[114.086873367, 22.391222185, 0], [114.086879174, 22.382191676, 0], [114.096589482, 22.382196784, 0], [114.096584302, 22.391227295, 0], [114.086873367, 22.391222185, 0]]]"
4671,Cupha erymanthis,Nymphalidae,2024-3-12,457672,1569,0.03748226904076983,8.769189262860303e-05,"[[[114.086873367, 22.391222185, 0], [114.086879174, 22.382191676, 0], [114.096589482, 22.382196784, 0], [114.096584302, 22.391227295, 0], [114.086873367, 22.391222185, 0]]]"
4672,Zemeros flegyas,Lycaenidae,2024-3-12,457673,1569,0.03748226904076983,8.769189262860303e-05,"[[[114.086873367, 22.391222185, 0], [114.086879174, 22.382191676, 0], [114.096589482, 22.382196784, 0], [114.096584302, 22.391227295, 0], [114.086873367, 22.391222185, 0]]]"
4673,Zemeros flegyas,Lycaenidae,2024-3-12,457674,1568,0.03748225749499155,8.769183899840307e-05,"[[[114.077162436, 22.391216492, 0], [114.07716887, 22.382185986, 0], [114.086879174, 22.382191676, 0], [114.086873367, 22.391222185, 0], [114.077162436, 22.391216492, 0]]]"
4674,Mycalesis mineus,Nymphalidae,2024-3-19,457675,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
4675,Ypthima baldus,Nymphalidae,2024-3-19,457676,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
4676,Ypthima baldus,Nymphalidae,2024-4-16,457677,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
4677,Ypthima baldus,Nymphalidae,2024-5-30,457678,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
4678,Elymnias hypermnestra,Nymphalidae,2024-5-30,457679,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
4679,Pelopidas conjunctus,Hesperiidae,2024-6-23,457680,3044,0.037456533100246034,8.757583268337427e-05,"[[[114.135483897, 22.201598939, 0], [114.135486541, 22.192568212, 0], [114.145183769, 22.192570384, 0], [114.145181746, 22.201601112, 0], [114.135483897, 22.201598939, 0]]]"
4680,Papilio paris,Papilionidae,2024-4-16,457681,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
4681,Papilio paris,Papilionidae,2024-4-16,457682,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4682,Papilio helenus,Papilionidae,2024-4-16,457683,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4683,Elymnias hypermnestra,Nymphalidae,2024-4-16,457684,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4684,Papilio paris,Papilionidae,2024-3-19,457685,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
4685,Papilio helenus,Papilionidae,2024-3-19,457686,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
4686,Ypthima baldus,Nymphalidae,2024-3-19,457687,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
4687,Mycalesis mineus,Nymphalidae,2024-3-19,457688,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
4688,Ypthima baldus,Nymphalidae,2024-3-19,457689,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4689,Rapala manea,Lycaenidae,2024-5-7,457690,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4690,Delias pasithoe,Pieridae,2024-2-5,457691,1575,0.03748230361046177,8.769205408403837e-05,"[[[114.145139008, 22.391244099, 0], [114.145141054, 22.38221358, 0], [114.154851373, 22.382215191, 0], [114.154849954, 22.39124571, 0], [114.145139008, 22.391244099, 0]]]"
4691,Delias pasithoe,Pieridae,2024-2-5,457692,1575,0.03748230361046177,8.769205408403837e-05,"[[[114.145139008, 22.391244099, 0], [114.145141054, 22.38221358, 0], [114.154851373, 22.382215191, 0], [114.154849954, 22.39124571, 0], [114.145139008, 22.391244099, 0]]]"
4692,Parantica aglea,Nymphalidae,2024-2-5,457693,1575,0.03748230361046177,8.769205408403837e-05,"[[[114.145139008, 22.391244099, 0], [114.145141054, 22.38221358, 0], [114.154851373, 22.382215191, 0], [114.154849954, 22.39124571, 0], [114.145139008, 22.391244099, 0]]]"
4693,Delias pasithoe,Pieridae,2024-3-12,457694,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4694,Graphium agamemnon,Papilionidae,2024-3-12,457695,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4695,Lampides boeticus,Lycaenidae,2024-3-12,457696,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4696,Delias pasithoe,Pieridae,2024-3-12,457697,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4697,Heliophorus epicles,Lycaenidae,2024-3-28,457698,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4698,Graphium agamemnon,Papilionidae,2024-3-30,457699,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4699,Graphium agamemnon,Papilionidae,2024-3-12,457700,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4700,Mycalesis mucianus,Nymphalidae,2024-2-19,457701,1228,0.03748848401524099,8.771992665299722e-05,"[[[114.174271019, 22.436399632, 0], [114.174271185, 22.427369162, 0], [114.183984643, 22.427369024, 0], [114.183985105, 22.436399494, 0], [114.174271019, 22.436399632, 0]]]"
4701,Gerosis phisara,Hesperiidae,2024-2-19,457702,1228,0.03748848401524099,8.771992665299722e-05,"[[[114.174271019, 22.436399632, 0], [114.174271185, 22.427369162, 0], [114.183984643, 22.427369024, 0], [114.183985105, 22.436399494, 0], [114.174271019, 22.436399632, 0]]]"
4702,Gerosis phisara,Hesperiidae,2024-2-19,457703,1228,0.03748848401524099,8.771992665299722e-05,"[[[114.174271019, 22.436399632, 0], [114.174271185, 22.427369162, 0], [114.183984643, 22.427369024, 0], [114.183985105, 22.436399494, 0], [114.174271019, 22.436399632, 0]]]"
4703,Mycalesis mucianus,Nymphalidae,2024-1-16,457704,1575,0.03748230361046177,8.769205408403837e-05,"[[[114.145139008, 22.391244099, 0], [114.145141054, 22.38221358, 0], [114.154851373, 22.382215191, 0], [114.154849954, 22.39124571, 0], [114.145139008, 22.391244099, 0]]]"
4704,Faunis eumeus,Nymphalidae,2024-3-13,457705,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4705,Kaniska canace,Nymphalidae,2024-3-12,457706,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4706,Caltoris bromus,Hesperiidae,2024-3-12,457707,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4707,Kaniska canace,Nymphalidae,2024-3-12,457708,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4708,Papilio memnon,Papilionidae,2024-2-20,457709,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4709,Hypolimnas misippus,Nymphalidae,2024-2-19,457710,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4710,Melanitis phedima,Nymphalidae,2024-3-5,457711,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4711,Gerosis phisara,Hesperiidae,2024-4-10,457712,809,0.03749591413204792,8.775343348075633e-05,"[[[114.183987884, 22.490582099, 0], [114.18398742, 22.48155169, 0], [114.193704653, 22.481550966, 0], [114.193705747, 22.490581375, 0], [114.183987884, 22.490582099, 0]]]"
4712,Prioneris thestylis,Pieridae,2024-4-10,457713,813,0.03749590118507017,8.775337290614636e-05,"[[[114.222859333, 22.490575688, 0], [114.222856348, 22.481545282, 0], [114.232573577, 22.481542215, 0], [114.232577192, 22.49057262, 0], [114.222859333, 22.490575688, 0]]]"
4713,Moduza procris,Nymphalidae,2024-4-3,457714,1084,0.03749095013036158,8.773104649570371e-05,"[[[114.135409315, 22.454455243, 0], [114.135411997, 22.445424796, 0], [114.14512671, 22.445426996, 0], [114.145124656, 22.454457444, 0], [114.135409315, 22.454455243, 0]]]"
4714,Melanitis phedima,Nymphalidae,2024-3-27,457715,1228,0.03748848401524099,8.771992665299722e-05,"[[[114.174271019, 22.436399632, 0], [114.174271185, 22.427369162, 0], [114.183984643, 22.427369024, 0], [114.183985105, 22.436399494, 0], [114.174271019, 22.436399632, 0]]]"
4715,Mycalesis mucianus,Nymphalidae,2024-3-7,457716,1575,0.03748230361046177,8.769205408403837e-05,"[[[114.145139008, 22.391244099, 0], [114.145141054, 22.38221358, 0], [114.154851373, 22.382215191, 0], [114.154849954, 22.39124571, 0], [114.145139008, 22.391244099, 0]]]"
4716,Dodona egeon,Lycaenidae,2024-3-12,457717,1363,0.03748599879754961,8.770871681347158e-05,"[[[114.125707211, 22.418330614, 0], [114.125710516, 22.409300128, 0], [114.135422714, 22.409302908, 0], [114.135420037, 22.418333395, 0], [114.125707211, 22.418330614, 0]]]"
4717,Kaniska canace,Nymphalidae,2024-3-12,457718,1362,0.03748599262707815,8.770868804526208e-05,"[[[114.115994387, 22.418327248, 0], [114.11599832, 22.409296764, 0], [114.125710516, 22.409300128, 0], [114.125707211, 22.418330614, 0], [114.115994387, 22.418327248, 0]]]"
4718,Mycalesis mucianus,Nymphalidae,2024-3-12,457719,1569,0.03748226904076983,8.769189262860303e-05,"[[[114.086873367, 22.391222185, 0], [114.086879174, 22.382191676, 0], [114.096589482, 22.382196784, 0], [114.096584302, 22.391227295, 0], [114.086873367, 22.391222185, 0]]]"
4719,Melanitis phedima,Nymphalidae,2024-3-12,457720,1569,0.03748226904076983,8.769189262860303e-05,"[[[114.086873367, 22.391222185, 0], [114.086879174, 22.382191676, 0], [114.096589482, 22.382196784, 0], [114.096584302, 22.391227295, 0], [114.086873367, 22.391222185, 0]]]"
4720,Kaniska canace,Nymphalidae,2024-3-12,457721,1569,0.03748226904076983,8.769189262860303e-05,"[[[114.086873367, 22.391222185, 0], [114.086879174, 22.382191676, 0], [114.096589482, 22.382196784, 0], [114.096584302, 22.391227295, 0], [114.086873367, 22.391222185, 0]]]"
4721,Faunis eumeus,Nymphalidae,2024-3-12,457722,1569,0.03748226904076983,8.769189262860303e-05,"[[[114.086873367, 22.391222185, 0], [114.086879174, 22.382191676, 0], [114.096589482, 22.382196784, 0], [114.096584302, 22.391227295, 0], [114.086873367, 22.391222185, 0]]]"
4722,Papilio polytes,Papilionidae,2024-3-19,457723,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
4723,Hypolimnas bolina,Nymphalidae,2024-3-19,457724,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
4724,Potanthus trachala,Hesperiidae,2024-3-19,457725,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
4725,Pathysa antiphates,Papilionidae,2024-4-24,457726,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4726,Pathysa antiphates,Papilionidae,2024-4-24,457727,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
4727,Euploea midamus,Nymphalidae,2024-4-15,457728,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4728,Hebomoia glaucippe,Pieridae,2024-3-19,457729,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
4729,Papilio polytes,Papilionidae,2024-4-16,457730,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
4730,Hypolimnas bolina,Nymphalidae,2024-4-16,457731,931,0.037493290261359884,8.7741577612129e-05,"[[[114.009088381, 22.472434184, 0], [114.009099253, 22.463403795, 0], [114.01881518, 22.463413604, 0], [114.018804938, 22.472443999, 0], [114.009088381, 22.472434184, 0]]]"
4731,Chilades pandava,Lycaenidae,2024-5-30,457732,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4732,Euploea midamus,Nymphalidae,2024-6-26,457733,2628,0.03746387401506286,8.760894087913345e-05,"[[[114.174274316, 22.255788336, 0], [114.17427448, 22.246757666, 0], [114.183975436, 22.246757529, 0], [114.183975894, 22.255788199, 0], [114.174274316, 22.255788336, 0]]]"
4733,Cupha erymanthis,Nymphalidae,2024-4-16,457734,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
4734,Hypolimnas bolina,Nymphalidae,2024-4-16,457735,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4735,Hebomoia glaucippe,Pieridae,2024-4-16,457736,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4736,Papilio polytes,Papilionidae,2024-4-16,457737,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4737,Lamproptera curius,Papilionidae,2024-4-16,457738,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4738,Hypolimnas bolina,Nymphalidae,2024-4-16,457739,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4739,Chilades pandava,Lycaenidae,2024-5-18,457740,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4740,Chilades pandava,Lycaenidae,2024-5-18,457741,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
4741,Papilio polytes,Papilionidae,2024-3-19,457742,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
4742,Hypolimnas bolina,Nymphalidae,2024-3-19,457743,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
4743,Hypolimnas bolina,Nymphalidae,2024-3-19,457744,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
4744,Hebomoia glaucippe,Pieridae,2024-3-19,457745,860,0.037494513017661296,8.774708903112566e-05,"[[[113.999360322, 22.48145416, 0], [113.999371829, 22.472423785, 0], [114.009088381, 22.472434184, 0], [114.009077503, 22.481464564, 0], [113.999360322, 22.48145416, 0]]]"
4745,Aeromachus jhora,Hesperiidae,2024-5-9,457746,930,0.037493272995065365,8.774149660486462e-05,"[[[113.999371829, 22.472423785, 0], [113.999383331, 22.4633934, 0], [114.009099253, 22.463403795, 0], [114.009088381, 22.472434184, 0], [113.999371829, 22.472423785, 0]]]"
